nombre,genero,fuente,ultimo_caracter,,
JUDITH MARIAN,FEMENINO,TUNJA,N,,
FRANCY HARTAMANN,FEMENINO,TUNJA,N,,
ARLEN,FEMENINO,TUNJA,N,,
KATHERIN,FEMENINO,TUNJA,N,,
ROSMIRA  YASMIN,FEMENINO,TUNJA,N,,
ALBA CONSUELO,FEMENINO,TUNJA,O,,
YIBBY LUCERO,FEMENINO,TUNJA,O,,
MARIA CONSUELO,FEMENINO,TUNJA,O,,
CLAUDIA ROCIO,FEMENINO,TUNJA,O,,
DERLY ROCIO,FEMENINO,TUNJA,O,,
ANGELICA ROCIO,FEMENINO,TUNJA,O,,
MERY ROCIO,FEMENINO,TUNJA,O,,
SLENDY ROCIO,FEMENINO,TUNJA,O,,
CLAUDIA ROCIO,FEMENINO,TUNJA,O,,
SAYDER ROCIO,FEMENINO,TUNJA,O,,
BERNARDA DEL ROSARIO,FEMENINO,TUNJA,O,,
MARIAN ROCIO,FEMENINO,TUNJA,O,,
DOLKA ROSARIO,FEMENINO,TUNJA,O,,
ANGELA ROCIO,FEMENINO,TUNJA,O,,
MAGNOLIA ROCIO,FEMENINO,TUNJA,O,,
LAURA ROCIO,FEMENINO,TUNJA,O,,
ANGELA ROCIO,FEMENINO,TUNJA,O,,
CATALINA DEL PILAR,FEMENINO,TUNJA,R,,
LUZ ELIYER,FEMENINO,TUNJA,R,,
AURA LEONOR,FEMENINO,TUNJA,R,,
MARIA DEL PILAR,FEMENINO,TUNJA,R,,
LEONOR,FEMENINO,TUNJA,R,,
MARIA DEL PILAR,FEMENINO,TUNJA,R,,
ELIANA PILAR,FEMENINO,TUNJA,R,,
SANDRA DEL PILAR,FEMENINO,TUNJA,R,,
CONSTANZA INES,FEMENINO,TUNJA,S,,
BIBIANA INES,FEMENINO,TUNJA,S,,
YOLANDA INES,FEMENINO,TUNJA,S,,
MARIA MERCEDES,FEMENINO,TUNJA,S,,
CAMEN INES,FEMENINO,TUNJA,S,,
ADRIANA MERCEDES,FEMENINO,TUNJA,S,,
ANDREA INES,FEMENINO,TUNJA,S,,
JUDITH YANNET,FEMENINO,TUNJA,T,,
ALIX,FEMENINO,TUNJA,X,,
LUZ DARY,FEMENINO,TUNJA,Y,,
LUZDARY,FEMENINO,TUNJA,Y,,
MARY,FEMENINO,TUNJA,Y,,
NUBIA MARLENY,FEMENINO,TUNJA,Y,,
ASTRID MAYELY,FEMENINO,TUNJA,Y,,
SANDRA NELLY,FEMENINO,TUNJA,Y,,
MAYERLY,FEMENINO,TUNJA,Y,,
LUZ DARY,FEMENINO,TUNJA,Y,,
MERY,FEMENINO,TUNJA,Y,,
ISLENY,FEMENINO,TUNJA,Y,,
DORELY,FEMENINO,TUNJA,Y,,
LISBETH KAORY,FEMENINO,TUNJA,Y,,
ETHNA CATHERY,FEMENINO,TUNJA,Y,,
DORELY,FEMENINO,TUNJA,Y,,
MAYERLY,FEMENINO,TUNJA,Y,,
DOLLY,FEMENINO,TUNJA,Y,,
MAYELY,FEMENINO,TUNJA,Y,,
FRUCY MARYORY,FEMENINO,TUNJA,Y,,
LUZ BRADY,FEMENINO,TUNJA,Y,,
JOHANNA RAQUELY,FEMENINO,TUNJA,Y,,
NANCY,FEMENINO,TUNJA,Y,,
LUZ EDY,FEMENINO,TUNJA,Y,,
LUZ DARY,FEMENINO,TUNJA,Y,,
NOHORA DIMELSY,FEMENINO,TUNJA,Y,,
LUZ MERY,FEMENINO,TUNJA,Y,,
MARIA LUCY,FEMENINO,TUNJA,Y,,
DAYUNA SAHILY,FEMENINO,TUNJA,Y,,
LUZ MERY,FEMENINO,TUNJA,Y,,
LEIDY,FEMENINO,TUNJA,Y,,
MARILUZ,FEMENINO,TUNJA,Z,,
SANDRA BEATRIZ,FEMENINO,TUNJA,Z,,
RUTH BERMANIZ,FEMENINO,TUNJA,Z,,
BEATRIZ,FEMENINO,TUNJA,Z,,
ABRAHANA,FEMENINO,DNP CONTEXTO,A,,
ABRANA,FEMENINO,DNP CONTEXTO,A,,
ABUNDA,FEMENINO,DNP CONTEXTO,A,,
ABUNDIA,FEMENINO,DNP CONTEXTO,A,,
ACASIA,FEMENINO,DNP CONTEXTO,A,,
ACENCIA,FEMENINO,DNP CONTEXTO,A,,
ACENSIA,FEMENINO,DNP CONTEXTO,A,,
ADA,FEMENINO,DNP CONTEXTO,A,,
ADALBERTA,FEMENINO,DNP CONTEXTO,A,,
ADALVERTA,FEMENINO,DNP CONTEXTO,A,,
AFRA,FEMENINO,DNP CONTEXTO,A,,
AGAPITA,FEMENINO,DNP CONTEXTO,A,,
AGATA,FEMENINO,DNP CONTEXTO,A,,
AGATONA,FEMENINO,DNP CONTEXTO,A,,
AGEDA,FEMENINO,DNP CONTEXTO,A,,
AGELINA,FEMENINO,DNP CONTEXTO,A,,
AGOSTINA,FEMENINO,DNP CONTEXTO,A,,
AGRIPINA,FEMENINO,DNP CONTEXTO,A,,
AGUEDA,FEMENINO,DNP CONTEXTO,A,,
AGUSTINA,FEMENINO,DNP CONTEXTO,A,,
ALBERTA,FEMENINO,DNP CONTEXTO,A,,
ALCARIA,FEMENINO,DNP CONTEXTO,A,,
ALDONSA,FEMENINO,DNP CONTEXTO,A,,
ALDONZA,FEMENINO,DNP CONTEXTO,A,,
ALEGANDRA,FEMENINO,DNP CONTEXTO,A,,
ALEJA,FEMENINO,DNP CONTEXTO,A,,
ALEXA,FEMENINO,DNP CONTEXTO,A,,
ALEXANDRA,FEMENINO,DNP CONTEXTO,A,,
ALFONSA,FEMENINO,DNP CONTEXTO,A,,
ALFONZA,FEMENINO,DNP CONTEXTO,A,,
ALIFONSA,FEMENINO,DNP CONTEXTO,A,,
ALMA,FEMENINO,DNP CONTEXTO,A,,
ALONSA,FEMENINO,DNP CONTEXTO,A,,
ALONZA,FEMENINO,DNP CONTEXTO,A,,
ALPHONSA,FEMENINO,DNP CONTEXTO,A,,
ALPHONZA,FEMENINO,DNP CONTEXTO,A,,
ALTA,FEMENINO,DNP CONTEXTO,A,,
ALVERTA,FEMENINO,DNP CONTEXTO,A,,
ALVINA,FEMENINO,DNP CONTEXTO,A,,
AMADA,FEMENINO,DNP CONTEXTO,A,,
AMADORA,FEMENINO,DNP CONTEXTO,A,,
AMALIA,FEMENINO,DNP CONTEXTO,A,,
AMANDA,FEMENINO,DNP CONTEXTO,A,,
AMBROCIA,FEMENINO,DNP CONTEXTO,A,,
AMBROSIA,FEMENINO,DNP CONTEXTO,A,,
ANACLETA,FEMENINO,DNP CONTEXTO,A,,
ANAMARIA,FEMENINO,DNP CONTEXTO,A,,
ANASARIA,FEMENINO,DNP CONTEXTO,A,,
ANASTACIA,FEMENINO,DNP CONTEXTO,A,,
ANASTAZIA,FEMENINO,DNP CONTEXTO,A,,
ANATACIA,FEMENINO,DNP CONTEXTO,A,,
ANBROCIA,FEMENINO,DNP CONTEXTO,A,,
ANCELINA,FEMENINO,DNP CONTEXTO,A,,
ANCELMA,FEMENINO,DNP CONTEXTO,A,,
ANDRA,FEMENINO,DNP CONTEXTO,A,,
ANDRIA,FEMENINO,DNP CONTEXTO,A,,
ANESTACIA,FEMENINO,DNP CONTEXTO,A,,
ANGELA,FEMENINO,DNP CONTEXTO,A,,
ANGELINA,FEMENINO,DNP CONTEXTO,A,,
ANGUELA,FEMENINO,DNP CONTEXTO,A,,
ANGUELINA,FEMENINO,DNP CONTEXTO,A,,
ANICA,FEMENINO,DNP CONTEXTO,A,,
ANICETA,FEMENINO,DNP CONTEXTO,A,,
ANICLETA,FEMENINO,DNP CONTEXTO,A,,
ANISETA,FEMENINO,DNP CONTEXTO,A,,
ANITA,FEMENINO,DNP CONTEXTO,A,,
ANIZETA,FEMENINO,DNP CONTEXTO,A,,
ANJELA,FEMENINO,DNP CONTEXTO,A,,
ANJELINA,FEMENINO,DNP CONTEXTO,A,,
ANSELMA,FEMENINO,DNP CONTEXTO,A,,
ANSTACIA,FEMENINO,DNP CONTEXTO,A,,
ANTOLINA,FEMENINO,DNP CONTEXTO,A,,
ANTONA,FEMENINO,DNP CONTEXTO,A,,
ANTONINA,FEMENINO,DNP CONTEXTO,A,,
ANTTONIA,FEMENINO,DNP CONTEXTO,A,,
ANZELMA,FEMENINO,DNP CONTEXTO,A,,
APARICIA,FEMENINO,DNP CONTEXTO,A,,
APOLINARIA,FEMENINO,DNP CONTEXTO,A,,
APOLINIA,FEMENINO,DNP CONTEXTO,A,,
APOLONIA,FEMENINO,DNP CONTEXTO,A,,
AQUEDA,FEMENINO,DNP CONTEXTO,A,,
ARCADIA,FEMENINO,DNP CONTEXTO,A,,
ARNULFA,FEMENINO,DNP CONTEXTO,A,,
ASCENCIA,FEMENINO,DNP CONTEXTO,A,,
ASCENSIA,FEMENINO,DNP CONTEXTO,A,,
ASENCIA,FEMENINO,DNP CONTEXTO,A,,
ASENSIA,FEMENINO,DNP CONTEXTO,A,,
ASSENCIA,FEMENINO,DNP CONTEXTO,A,,
ASTACIA,FEMENINO,DNP CONTEXTO,A,,
ASTASIA,FEMENINO,DNP CONTEXTO,A,,
ATANACIA,FEMENINO,DNP CONTEXTO,A,,
ATANASIA,FEMENINO,DNP CONTEXTO,A,,
ATHANACIA,FEMENINO,DNP CONTEXTO,A,,
ATHANASIA,FEMENINO,DNP CONTEXTO,A,,
ATILANA,FEMENINO,DNP CONTEXTO,A,,
AUCENCIA,FEMENINO,DNP CONTEXTO,A,,
AUGA,FEMENINO,DNP CONTEXTO,A,,
AUGNA,FEMENINO,DNP CONTEXTO,A,,
AUGUSTA,FEMENINO,DNP CONTEXTO,A,,
AUGUSTINA,FEMENINO,DNP CONTEXTO,A,,
AUSENCIA,FEMENINO,DNP CONTEXTO,A,,
AUSTACIA,FEMENINO,DNP CONTEXTO,A,,
AUSTASIA,FEMENINO,DNP CONTEXTO,A,,
AVELINA,FEMENINO,DNP CONTEXTO,A,,
BACILIA,FEMENINO,DNP CONTEXTO,A,,
BACILISA,FEMENINO,DNP CONTEXTO,A,,
BALBINA,FEMENINO,DNP CONTEXTO,A,,
BALENTINA,FEMENINO,DNP CONTEXTO,A,,
BALERIA,FEMENINO,DNP CONTEXTO,A,,
BALERIANA,FEMENINO,DNP CONTEXTO,A,,
BALVINA,FEMENINO,DNP CONTEXTO,A,,
BARBARA,FEMENINO,DNP CONTEXTO,A,,
BARBARITA,FEMENINO,DNP CONTEXTO,A,,
BARBOLA,FEMENINO,DNP CONTEXTO,A,,
BARBULA,FEMENINO,DNP CONTEXTO,A,,
BARTHOLA,FEMENINO,DNP CONTEXTO,A,,
BARTOLA,FEMENINO,DNP CONTEXTO,A,,
BARTOLOMEA,FEMENINO,DNP CONTEXTO,A,,
BARVARA,FEMENINO,DNP CONTEXTO,A,,
BASILEA,FEMENINO,DNP CONTEXTO,A,,
BASILIA,FEMENINO,DNP CONTEXTO,A,,
BASILISA,FEMENINO,DNP CONTEXTO,A,,
BEGNINA,FEMENINO,DNP CONTEXTO,A,,
BENANCIA,FEMENINO,DNP CONTEXTO,A,,
BENANSIA,FEMENINO,DNP CONTEXTO,A,,
BENEDICTA,FEMENINO,DNP CONTEXTO,A,,
BENEDITA,FEMENINO,DNP CONTEXTO,A,,
BENERANDA,FEMENINO,DNP CONTEXTO,A,,
BENICIA,FEMENINO,DNP CONTEXTO,A,,
BENIGNA,FEMENINO,DNP CONTEXTO,A,,
BENINA,FEMENINO,DNP CONTEXTO,A,,
BENITA,FEMENINO,DNP CONTEXTO,A,,
BERNABELA,FEMENINO,DNP CONTEXTO,A,,
BERNADA,FEMENINO,DNP CONTEXTO,A,,
BERNADINA,FEMENINO,DNP CONTEXTO,A,,
BERNALDA,FEMENINO,DNP CONTEXTO,A,,
BERNANDA,FEMENINO,DNP CONTEXTO,A,,
BERNARDINA,FEMENINO,DNP CONTEXTO,A,,
BERNAVELA,FEMENINO,DNP CONTEXTO,A,,
BERONICA,FEMENINO,DNP CONTEXTO,A,,
BIBIANA,FEMENINO,DNP CONTEXTO,A,,
BICENTA,FEMENINO,DNP CONTEXTO,A,,
BICTORIA,FEMENINO,DNP CONTEXTO,A,,
BICTORIANA,FEMENINO,DNP CONTEXTO,A,,
BIRGINIA,FEMENINO,DNP CONTEXTO,A,,
BISENTA,FEMENINO,DNP CONTEXTO,A,,
BITORIA,FEMENINO,DNP CONTEXTO,A,,
BITORIANA,FEMENINO,DNP CONTEXTO,A,,
BIVIANA,FEMENINO,DNP CONTEXTO,A,,
BIZENTA,FEMENINO,DNP CONTEXTO,A,,
BLANDINA,FEMENINO,DNP CONTEXTO,A,,
BLASA,FEMENINO,DNP CONTEXTO,A,,
BLASIA,FEMENINO,DNP CONTEXTO,A,,
BLAZA,FEMENINO,DNP CONTEXTO,A,,
BONIFACIA,FEMENINO,DNP CONTEXTO,A,,
BONITA,FEMENINO,DNP CONTEXTO,A,,
BRAULIA,FEMENINO,DNP CONTEXTO,A,,
BRIGIDA,FEMENINO,DNP CONTEXTO,A,,
BRIGUIDA,FEMENINO,DNP CONTEXTO,A,,
BRIJIDA,FEMENINO,DNP CONTEXTO,A,,
BRIXIDA,FEMENINO,DNP CONTEXTO,A,,
BRUNA,FEMENINO,DNP CONTEXTO,A,,
CACIANA,FEMENINO,DNP CONTEXTO,A,,
CACILDA,FEMENINO,DNP CONTEXTO,A,,
CACIMIRA,FEMENINO,DNP CONTEXTO,A,,
CAETHANA,FEMENINO,DNP CONTEXTO,A,,
CAIETANA,FEMENINO,DNP CONTEXTO,A,,
CALISTA,FEMENINO,DNP CONTEXTO,A,,
CALISTRA,FEMENINO,DNP CONTEXTO,A,,
CALIXTA,FEMENINO,DNP CONTEXTO,A,,
CALIXTRA,FEMENINO,DNP CONTEXTO,A,,
CALLETANA,FEMENINO,DNP CONTEXTO,A,,
CAMILA,FEMENINO,DNP CONTEXTO,A,,
CANDA,FEMENINO,DNP CONTEXTO,A,,
CANDALARIA,FEMENINO,DNP CONTEXTO,A,,
CANDIDA,FEMENINO,DNP CONTEXTO,A,,
CANUTA,FEMENINO,DNP CONTEXTO,A,,
CARLOTA,FEMENINO,DNP CONTEXTO,A,,
CARMELA,FEMENINO,DNP CONTEXTO,A,,
CARPIA,FEMENINO,DNP CONTEXTO,A,,
CASIANA,FEMENINO,DNP CONTEXTO,A,,
CASILDA,FEMENINO,DNP CONTEXTO,A,,
CASIMIRA,FEMENINO,DNP CONTEXTO,A,,
CASTOLA,FEMENINO,DNP CONTEXTO,A,,
CASTULA,FEMENINO,DNP CONTEXTO,A,,
CATALENA,FEMENINO,DNP CONTEXTO,A,,
CATARINA,FEMENINO,DNP CONTEXTO,A,,
CATERINA,FEMENINO,DNP CONTEXTO,A,,
CATHALINA,FEMENINO,DNP CONTEXTO,A,,
CATHARINA,FEMENINO,DNP CONTEXTO,A,,
CATHERINA,FEMENINO,DNP CONTEXTO,A,,
CAYETANA,FEMENINO,DNP CONTEXTO,A,,
CAZILDA,FEMENINO,DNP CONTEXTO,A,,
CEBASTIANA,FEMENINO,DNP CONTEXTO,A,,
CEBERA,FEMENINO,DNP CONTEXTO,A,,
CEBERIANA,FEMENINO,DNP CONTEXTO,A,,
CECELIA,FEMENINO,DNP CONTEXTO,A,,
CECUNDINA,FEMENINO,DNP CONTEXTO,A,,
CEFERINA,FEMENINO,DNP CONTEXTO,A,,
CELEDONIA,FEMENINO,DNP CONTEXTO,A,,
CELESTINA,FEMENINO,DNP CONTEXTO,A,,
CELIDONIA,FEMENINO,DNP CONTEXTO,A,,
CELSA,FEMENINO,DNP CONTEXTO,A,,
CELZA,FEMENINO,DNP CONTEXTO,A,,
CENCILIA,FEMENINO,DNP CONTEXTO,A,,
CENOBIA,FEMENINO,DNP CONTEXTO,A,,
CENONA,FEMENINO,DNP CONTEXTO,A,,
CENOVIA,FEMENINO,DNP CONTEXTO,A,,
CERAPIA,FEMENINO,DNP CONTEXTO,A,,
CESAREA,FEMENINO,DNP CONTEXTO,A,,
CESARIA,FEMENINO,DNP CONTEXTO,A,,
CESILIA,FEMENINO,DNP CONTEXTO,A,,
CESSARIA,FEMENINO,DNP CONTEXTO,A,,
CEVASTIANA,FEMENINO,DNP CONTEXTO,A,,
CEVERA,FEMENINO,DNP CONTEXTO,A,,
CEVERIANA,FEMENINO,DNP CONTEXTO,A,,
CHATALINA,FEMENINO,DNP CONTEXTO,A,,
CHATARINA,FEMENINO,DNP CONTEXTO,A,,
CHATHARINA,FEMENINO,DNP CONTEXTO,A,,
CHITERIA,FEMENINO,DNP CONTEXTO,A,,
CHRESTINA,FEMENINO,DNP CONTEXTO,A,,
CHRISANTA,FEMENINO,DNP CONTEXTO,A,,
CHRISOSTOMA,FEMENINO,DNP CONTEXTO,A,,
CHRISTINA,FEMENINO,DNP CONTEXTO,A,,
CICILIA,FEMENINO,DNP CONTEXTO,A,,
CILBERIA,FEMENINO,DNP CONTEXTO,A,,
CILVERIA,FEMENINO,DNP CONTEXTO,A,,
CIMONA,FEMENINO,DNP CONTEXTO,A,,
CIPRIANA,FEMENINO,DNP CONTEXTO,A,,
CIRIA,FEMENINO,DNP CONTEXTO,A,,
CIRIACA,FEMENINO,DNP CONTEXTO,A,,
CIRILA,FEMENINO,DNP CONTEXTO,A,,
CIRILDA,FEMENINO,DNP CONTEXTO,A,,
CISILIA,FEMENINO,DNP CONTEXTO,A,,
CISTA,FEMENINO,DNP CONTEXTO,A,,
CLEMENCIA,FEMENINO,DNP CONTEXTO,A,,
CLEMENSIA,FEMENINO,DNP CONTEXTO,A,,
CLEMENTA,FEMENINO,DNP CONTEXTO,A,,
CLEMENTINA,FEMENINO,DNP CONTEXTO,A,,
CLETA,FEMENINO,DNP CONTEXTO,A,,
CLIMACA,FEMENINO,DNP CONTEXTO,A,,
COLETA,FEMENINO,DNP CONTEXTO,A,,
CONCEPCIONA,FEMENINO,DNP CONTEXTO,A,,
CONRADA,FEMENINO,DNP CONTEXTO,A,,
CONRRADA,FEMENINO,DNP CONTEXTO,A,,
CONSTANCIA,FEMENINO,DNP CONTEXTO,A,,
CONSTANSA,FEMENINO,DNP CONTEXTO,A,,
CORNELIA,FEMENINO,DNP CONTEXTO,A,,
CORONA,FEMENINO,DNP CONTEXTO,A,,
CORONADA,FEMENINO,DNP CONTEXTO,A,,
CRECENCIA,FEMENINO,DNP CONTEXTO,A,,
CRECENCIANA,FEMENINO,DNP CONTEXTO,A,,
CRECENSIA,FEMENINO,DNP CONTEXTO,A,,
CRESCENCIA,FEMENINO,DNP CONTEXTO,A,,
CRESCENCIANA,FEMENINO,DNP CONTEXTO,A,,
CRESENCIA,FEMENINO,DNP CONTEXTO,A,,
CRESENCIANA,FEMENINO,DNP CONTEXTO,A,,
CRESENSIA,FEMENINO,DNP CONTEXTO,A,,
CRESENSIANA,FEMENINO,DNP CONTEXTO,A,,
CRESPINA,FEMENINO,DNP CONTEXTO,A,,
CRESTINA,FEMENINO,DNP CONTEXTO,A,,
CRISANTA,FEMENINO,DNP CONTEXTO,A,,
CRISOSTOMA,FEMENINO,DNP CONTEXTO,A,,
CRISPINA,FEMENINO,DNP CONTEXTO,A,,
CRISTIANA,FEMENINO,DNP CONTEXTO,A,,
CUNEGUNDA,FEMENINO,DNP CONTEXTO,A,,
CYPRIANA,FEMENINO,DNP CONTEXTO,A,,
DAMACIA,FEMENINO,DNP CONTEXTO,A,,
DAMASA,FEMENINO,DNP CONTEXTO,A,,
DAMASIA,FEMENINO,DNP CONTEXTO,A,,
DAMIANA,FEMENINO,DNP CONTEXTO,A,,
DARIA,FEMENINO,DNP CONTEXTO,A,,
DECIDERIA,FEMENINO,DNP CONTEXTO,A,,
DELFINA,FEMENINO,DNP CONTEXTO,A,,
DEMECIA,FEMENINO,DNP CONTEXTO,A,,
DEMESIA,FEMENINO,DNP CONTEXTO,A,,
DEMETRIA,FEMENINO,DNP CONTEXTO,A,,
DEONICIA,FEMENINO,DNP CONTEXTO,A,,
DEONISIA,FEMENINO,DNP CONTEXTO,A,,
DESIDERIA,FEMENINO,DNP CONTEXTO,A,,
DESIDORA,FEMENINO,DNP CONTEXTO,A,,
DICIDERIA,FEMENINO,DNP CONTEXTO,A,,
DIEGA,FEMENINO,DNP CONTEXTO,A,,
DIODORA,FEMENINO,DNP CONTEXTO,A,,
DIONICIA,FEMENINO,DNP CONTEXTO,A,,
DIONISIA,FEMENINO,DNP CONTEXTO,A,,
DOMINGA,FEMENINO,DNP CONTEXTO,A,,
DOMINICA,FEMENINO,DNP CONTEXTO,A,,
DOMITILA,FEMENINO,DNP CONTEXTO,A,,
DONACIANA,FEMENINO,DNP CONTEXTO,A,,
DONASIANA,FEMENINO,DNP CONTEXTO,A,,
DONATA,FEMENINO,DNP CONTEXTO,A,,
DORA,FEMENINO,DNP CONTEXTO,A,,
DOROTHEA,FEMENINO,DNP CONTEXTO,A,,
EBARISTA,FEMENINO,DNP CONTEXTO,A,,
ECCIQUIA,FEMENINO,DNP CONTEXTO,A,,
ECIQUIA,FEMENINO,DNP CONTEXTO,A,,
EDNA,FEMENINO,DNP CONTEXTO,A,,
EDUARDA,FEMENINO,DNP CONTEXTO,A,,
EFIGENIA,FEMENINO,DNP CONTEXTO,A,,
EFIGUENIA,FEMENINO,DNP CONTEXTO,A,,
EFIJENIA,FEMENINO,DNP CONTEXTO,A,,
EGIDIA,FEMENINO,DNP CONTEXTO,A,,
EGINIA,FEMENINO,DNP CONTEXTO,A,,
ELBIRA,FEMENINO,DNP CONTEXTO,A,,
ELEUTERIA,FEMENINO,DNP CONTEXTO,A,,
ELIGIA,FEMENINO,DNP CONTEXTO,A,,
ELIJIA,FEMENINO,DNP CONTEXTO,A,,
ELIZA,FEMENINO,DNP CONTEXTO,A,,
ELLA,FEMENINO,DNP CONTEXTO,A,,
ELLENA,FEMENINO,DNP CONTEXTO,A,,
ELODIA,FEMENINO,DNP CONTEXTO,A,,
ELOGIA,FEMENINO,DNP CONTEXTO,A,,
ELUTERIA,FEMENINO,DNP CONTEXTO,A,,
EMERENCIANA,FEMENINO,DNP CONTEXTO,A,,
EMETERIA,FEMENINO,DNP CONTEXTO,A,,
EMIDIA,FEMENINO,DNP CONTEXTO,A,,
EMIGDIA,FEMENINO,DNP CONTEXTO,A,,
EMILIANA,FEMENINO,DNP CONTEXTO,A,,
EMITERIA,FEMENINO,DNP CONTEXTO,A,,
EMMA,FEMENINO,DNP CONTEXTO,A,,
EMMANUELA,FEMENINO,DNP CONTEXTO,A,,
ENEDINA,FEMENINO,DNP CONTEXTO,A,,
ENEMECIA,FEMENINO,DNP CONTEXTO,A,,
ENGRACIA,FEMENINO,DNP CONTEXTO,A,,
EPHIGENIA,FEMENINO,DNP CONTEXTO,A,,
EPIFANIA,FEMENINO,DNP CONTEXTO,A,,
EPIGMENIA,FEMENINO,DNP CONTEXTO,A,,
EPIMENIA,FEMENINO,DNP CONTEXTO,A,,
EPITACIA,FEMENINO,DNP CONTEXTO,A,,
EPITASIA,FEMENINO,DNP CONTEXTO,A,,
EQUITERIA,FEMENINO,DNP CONTEXTO,A,,
ERACLIA,FEMENINO,DNP CONTEXTO,A,,
ERCULANA,FEMENINO,DNP CONTEXTO,A,,
ERIBERTA,FEMENINO,DNP CONTEXTO,A,,
ERLINDA,FEMENINO,DNP CONTEXTO,A,,
ERMENEGILDA,FEMENINO,DNP CONTEXTO,A,,
ERMENEJILDA,FEMENINO,DNP CONTEXTO,A,,
ERMEREGILDA,FEMENINO,DNP CONTEXTO,A,,
ESCOLASTICA,FEMENINO,DNP CONTEXTO,A,,
ESIQUIA,FEMENINO,DNP CONTEXTO,A,,
ESMEREGILDA,FEMENINO,DNP CONTEXTO,A,,
ESMEREJILDA,FEMENINO,DNP CONTEXTO,A,,
ESPIRIDIONA,FEMENINO,DNP CONTEXTO,A,,
ESTACIA,FEMENINO,DNP CONTEXTO,A,,
ESTAFANA,FEMENINO,DNP CONTEXTO,A,,
ESTAFANIA,FEMENINO,DNP CONTEXTO,A,,
ESTANISLAA,FEMENINO,DNP CONTEXTO,A,,
ESTANISLADA,FEMENINO,DNP CONTEXTO,A,,
ESTEFANA,FEMENINO,DNP CONTEXTO,A,,
ESTEFANIA,FEMENINO,DNP CONTEXTO,A,,
ESTEPHANA,FEMENINO,DNP CONTEXTO,A,,
ESTEPHANIA,FEMENINO,DNP CONTEXTO,A,,
EUCEBIA,FEMENINO,DNP CONTEXTO,A,,
EUCEVIA,FEMENINO,DNP CONTEXTO,A,,
EUFEMIA,FEMENINO,DNP CONTEXTO,A,,
EUFENIA,FEMENINO,DNP CONTEXTO,A,,
EUFRACIA,FEMENINO,DNP CONTEXTO,A,,
EUFRASIA,FEMENINO,DNP CONTEXTO,A,,
EUFROCINA,FEMENINO,DNP CONTEXTO,A,,
EUFROSINA,FEMENINO,DNP CONTEXTO,A,,
EUJENIA,FEMENINO,DNP CONTEXTO,A,,
EULARIA,FEMENINO,DNP CONTEXTO,A,,
EULOGIA,FEMENINO,DNP CONTEXTO,A,,
EULOJIA,FEMENINO,DNP CONTEXTO,A,,
EUROPA,FEMENINO,DNP CONTEXTO,A,,
EUSEBIA,FEMENINO,DNP CONTEXTO,A,,
EUSEUIA,FEMENINO,DNP CONTEXTO,A,,
EUSEVIA,FEMENINO,DNP CONTEXTO,A,,
EUSTACHIA,FEMENINO,DNP CONTEXTO,A,,
EUSTACIA,FEMENINO,DNP CONTEXTO,A,,
EUSTAGUIA,FEMENINO,DNP CONTEXTO,A,,
EUSTAQUIA,FEMENINO,DNP CONTEXTO,A,,
EUSTASIA,FEMENINO,DNP CONTEXTO,A,,
EUTEMIA,FEMENINO,DNP CONTEXTO,A,,
EUTIMIA,FEMENINO,DNP CONTEXTO,A,,
EUTIQUIA,FEMENINO,DNP CONTEXTO,A,,
EVARISTA,FEMENINO,DNP CONTEXTO,A,,
EXIQUIA,FEMENINO,DNP CONTEXTO,A,,
EZTEFANA,FEMENINO,DNP CONTEXTO,A,,
FABIANA,FEMENINO,DNP CONTEXTO,A,,
FACUNDA,FEMENINO,DNP CONTEXTO,A,,
FAUSTA,FEMENINO,DNP CONTEXTO,A,,
FAUSTINA,FEMENINO,DNP CONTEXTO,A,,
FAVIANA,FEMENINO,DNP CONTEXTO,A,,
FEBRONIA,FEMENINO,DNP CONTEXTO,A,,
FECUNDA,FEMENINO,DNP CONTEXTO,A,,
FEDERICA,FEMENINO,DNP CONTEXTO,A,,
FELECIANA,FEMENINO,DNP CONTEXTO,A,,
FELICIA,FEMENINO,DNP CONTEXTO,A,,
FELICIANA,FEMENINO,DNP CONTEXTO,A,,
FELICITA,FEMENINO,DNP CONTEXTO,A,,
FELIPHA,FEMENINO,DNP CONTEXTO,A,,
FELISA,FEMENINO,DNP CONTEXTO,A,,
FELISIANA,FEMENINO,DNP CONTEXTO,A,,
FELISITA,FEMENINO,DNP CONTEXTO,A,,
FELIXA,FEMENINO,DNP CONTEXTO,A,,
FELIZA,FEMENINO,DNP CONTEXTO,A,,
FELIZIANA,FEMENINO,DNP CONTEXTO,A,,
FERMANA,FEMENINO,DNP CONTEXTO,A,,
FERMINA,FEMENINO,DNP CONTEXTO,A,,
FERNANDA,FEMENINO,DNP CONTEXTO,A,,
FHELIPA,FEMENINO,DNP CONTEXTO,A,,
FIDENCIA,FEMENINO,DNP CONTEXTO,A,,
FIGENIA,FEMENINO,DNP CONTEXTO,A,,
FILOMENA,FEMENINO,DNP CONTEXTO,A,,
FLABIA,FEMENINO,DNP CONTEXTO,A,,
FLAVIA,FEMENINO,DNP CONTEXTO,A,,
FLORA,FEMENINO,DNP CONTEXTO,A,,
FLORENCIA,FEMENINO,DNP CONTEXTO,A,,
FLORENCIANA,FEMENINO,DNP CONTEXTO,A,,
FLORENSIA,FEMENINO,DNP CONTEXTO,A,,
