nombre,genero,fuente,ultimo_caracter,,
RUDOLFO,MASCULINO,DNP CONTEXTO,O,,
RUFFO ALBERTO,MASCULINO,TUNJA,O,,
RUFINIANO,MASCULINO,DNP CONTEXTO,O,,
RUFINO,MASCULINO,DNP CONTEXTO,O,,
RUFO,MASCULINO,DNP CONTEXTO,O,,
RUMALDO,MASCULINO,DNP CONTEXTO,O,,
RUMOLDO,MASCULINO,DNP CONTEXTO,O,,
RUMUALDO,MASCULINO,DNP CONTEXTO,O,,
RUNAKO,MASCULINO,DNP CONTEXTO,O,,
RUPERTO,MASCULINO,DNP CONTEXTO,O,,
RUSTICO,MASCULINO,DNP CONTEXTO,O,,
RUTILIO,MASCULINO,DNP CONTEXTO,O,,
RUTILO,MASCULINO,DNP CONTEXTO,O,,
RUTULO,MASCULINO,DNP CONTEXTO,O,,
RUYSBROCKIO,MASCULINO,DNP CONTEXTO,O,,
SABACIO,MASCULINO,DNP CONTEXTO,O,,
SABINIANO,MASCULINO,DNP CONTEXTO,O,,
SABINO,MASCULINO,DNP CONTEXTO,O,,
SABURO,MASCULINO,DNP CONTEXTO,O,,
SACRAMENTO,MASCULINO,DNP CONTEXTO,O,,
SADAO,MASCULINO,DNP CONTEXTO,O,,
SALUSTIANO,MASCULINO,DNP CONTEXTO,O,,
SALUSTIO,MASCULINO,DNP CONTEXTO,O,,
SALVIANO,MASCULINO,DNP CONTEXTO,O,,
SALVINO,MASCULINO,DNP CONTEXTO,O,,
SALVIO,MASCULINO,DNP CONTEXTO,O,,
SANCHO,MASCULINO,DNP CONTEXTO,O,,
SANCTIAGO,MASCULINO,DNP CONTEXTO,O,,
SANDALIO,MASCULINO,DNP CONTEXTO,O,,
SANDALO,MASCULINO,DNP CONTEXTO,O,,
SANDRO,MASCULINO,DNP CONTEXTO,O,,
SANPEDRO,MASCULINO,DNP CONTEXTO,O,,
SANTENO,MASCULINO,DNP CONTEXTO,O,,
SANTHIAGO,MASCULINO,DNP CONTEXTO,O,,
SANTIAGO,MASCULINO,DNP CONTEXTO,O,,
SANTIAGO,MASCULINO,TUNJA,O,,
SANTINO,MASCULINO,DNP CONTEXTO,O,,
SANTISIMO,MASCULINO,DNP CONTEXTO,O,,
SANTO,MASCULINO,DNP CONTEXTO,O,,
SARAPIO,MASCULINO,DNP CONTEXTO,O,,
SARO,MASCULINO,DNP CONTEXTO,O,,
SATIRO,MASCULINO,DNP CONTEXTO,O,,
SATURIANO,MASCULINO,DNP CONTEXTO,O,,
SATURINO,MASCULINO,DNP CONTEXTO,O,,
SATURIO,MASCULINO,DNP CONTEXTO,O,,
SATURNINO,MASCULINO,DNP CONTEXTO,O,,
SATURO,MASCULINO,DNP CONTEXTO,O,,
SAULO,MASCULINO,DNP CONTEXTO,O,,
SAVERIO,MASCULINO,DNP CONTEXTO,O,,
SAVINO,MASCULINO,DNP CONTEXTO,O,,
SEBERIANO,MASCULINO,DNP CONTEXTO,O,,
SEBERINO,MASCULINO,DNP CONTEXTO,O,,
SEBERO,MASCULINO,DNP CONTEXTO,O,,
SECILIO,MASCULINO,DNP CONTEXTO,O,,
SECINO,MASCULINO,DNP CONTEXTO,O,,
SECUANO,MASCULINO,DNP CONTEXTO,O,,
SECUNDARIO,MASCULINO,DNP CONTEXTO,O,,
SECUNDIANO,MASCULINO,DNP CONTEXTO,O,,
SECUNDINO,MASCULINO,DNP CONTEXTO,O,,
SECUNDO,MASCULINO,DNP CONTEXTO,O,,
SECUNDULO,MASCULINO,DNP CONTEXTO,O,,
SECURO,MASCULINO,DNP CONTEXTO,O,,
SEDOFO,MASCULINO,DNP CONTEXTO,O,,
SEFERINO,MASCULINO,DNP CONTEXTO,O,,
SEGISMUNDO,MASCULINO,DNP CONTEXTO,O,,
SEGUNDO,MASCULINO,DNP CONTEXTO,O,,
SELEDONIO,MASCULINO,DNP CONTEXTO,O,,
SELESIO,MASCULINO,DNP CONTEXTO,O,,
SELESTINO,MASCULINO,DNP CONTEXTO,O,,
SELEUCO,MASCULINO,DNP CONTEXTO,O,,
SELSO,MASCULINO,DNP CONTEXTO,O,,
SELZO,MASCULINO,DNP CONTEXTO,O,,
SENCO,MASCULINO,DNP CONTEXTO,O,,
SENOBIO,MASCULINO,DNP CONTEXTO,O,,
SENOVIO,MASCULINO,DNP CONTEXTO,O,,
SEPHERINO,MASCULINO,DNP CONTEXTO,O,,
SEPRIANO,MASCULINO,DNP CONTEXTO,O,,
SEPTIMIO,MASCULINO,DNP CONTEXTO,O,,
SEPTIMO,MASCULINO,DNP CONTEXTO,O,,
SERAFINO,MASCULINO,DNP CONTEXTO,O,,
SERAFIO,MASCULINO,DNP CONTEXTO,O,,
SERAPIO,MASCULINO,DNP CONTEXTO,O,,
SERBULO,MASCULINO,DNP CONTEXTO,O,,
SERENO,MASCULINO,DNP CONTEXTO,O,,
SERGIO,MASCULINO,DNP CONTEXTO,O,,
SERGIO,MASCULINO,TUNJA,O,,
SERGIO CAMILO,MASCULINO,TUNJA,O,,
SERVACIO,MASCULINO,DNP CONTEXTO,O,,
SERVANDO,MASCULINO,DNP CONTEXTO,O,,
SERVILIANO,MASCULINO,DNP CONTEXTO,O,,
SERVILIO,MASCULINO,DNP CONTEXTO,O,,
SERVIO,MASCULINO,DNP CONTEXTO,O,,
SERVO,MASCULINO,DNP CONTEXTO,O,,
SERVODEO,MASCULINO,DNP CONTEXTO,O,,
SERVULO,MASCULINO,DNP CONTEXTO,O,,
SESAREO,MASCULINO,DNP CONTEXTO,O,,
SESARIO,MASCULINO,DNP CONTEXTO,O,,
SESILIO,MASCULINO,DNP CONTEXTO,O,,
SEVERIANO,MASCULINO,DNP CONTEXTO,O,,
SEVERINO,MASCULINO,DNP CONTEXTO,O,,
SEVERO,MASCULINO,DNP CONTEXTO,O,,
SEVILIANO,MASCULINO,DNP CONTEXTO,O,,
SEWOLDO,MASCULINO,DNP CONTEXTO,O,,
SHELOMO,MASCULINO,DNP CONTEXTO,O,,
SHIRO,MASCULINO,DNP CONTEXTO,O,,
SHUNKO,MASCULINO,DNP CONTEXTO,O,,
SIAGRIO,MASCULINO,DNP CONTEXTO,O,,
SIBIRIANO,MASCULINO,DNP CONTEXTO,O,,
SICILIO,MASCULINO,DNP CONTEXTO,O,,
SICIO,MASCULINO,DNP CONTEXTO,O,,
SICO,MASCULINO,DNP CONTEXTO,O,,
SIDONIO,MASCULINO,DNP CONTEXTO,O,,
SIDRONIO,MASCULINO,DNP CONTEXTO,O,,
SIERVO,MASCULINO,DNP CONTEXTO,O,,
SIGEBERTO,MASCULINO,DNP CONTEXTO,O,,
SIGEFRIDO,MASCULINO,DNP CONTEXTO,O,,
SIGFRIDO,MASCULINO,DNP CONTEXTO,O,,
SIGIFREDO,MASCULINO,DNP CONTEXTO,O,,
SIGISBALDO,MASCULINO,DNP CONTEXTO,O,,
SILBANO,MASCULINO,DNP CONTEXTO,O,,
SILBERIO,MASCULINO,DNP CONTEXTO,O,,
SILENO,MASCULINO,DNP CONTEXTO,O,,
SILO,MASCULINO,DNP CONTEXTO,O,,
SILVANO,MASCULINO,DNP CONTEXTO,O,,
SILVERIO,MASCULINO,DNP CONTEXTO,O,,
SILVIANO,MASCULINO,DNP CONTEXTO,O,,
SILVINO,MASCULINO,DNP CONTEXTO,O,,
SILVIO,MASCULINO,DNP CONTEXTO,O,,
SIMACO,MASCULINO,DNP CONTEXTO,O,,
SIMBERTO,MASCULINO,DNP CONTEXTO,O,,
SIMBLINO,MASCULINO,DNP CONTEXTO,O,,
SIMITRIO,MASCULINO,DNP CONTEXTO,O,,
SIMPHOROSO,MASCULINO,DNP CONTEXTO,O,,
SIMPLICIANO,MASCULINO,DNP CONTEXTO,O,,
SIMPLICIO,MASCULINO,DNP CONTEXTO,O,,
SINDINO,MASCULINO,DNP CONTEXTO,O,,
SINDULFO,MASCULINO,DNP CONTEXTO,O,,
SINECIO,MASCULINO,DNP CONTEXTO,O,,
SINESIO,MASCULINO,DNP CONTEXTO,O,,
SINFORIANO,MASCULINO,DNP CONTEXTO,O,,
SINFOROSO,MASCULINO,DNP CONTEXTO,O,,
SINFRONIO,MASCULINO,DNP CONTEXTO,O,,
SIPRIANO,MASCULINO,DNP CONTEXTO,O,,
SIRIACO,MASCULINO,DNP CONTEXTO,O,,
SIRICIO,MASCULINO,DNP CONTEXTO,O,,
SIRILDO,MASCULINO,DNP CONTEXTO,O,,
SIRILO,MASCULINO,DNP CONTEXTO,O,,
SIRIO,MASCULINO,DNP CONTEXTO,O,,
SIRO,MASCULINO,DNP CONTEXTO,O,,
SISEBUTO,MASCULINO,DNP CONTEXTO,O,,
SISENANDO,MASCULINO,DNP CONTEXTO,O,,
SISILIO,MASCULINO,DNP CONTEXTO,O,,
SISINIO,MASCULINO,DNP CONTEXTO,O,,
SISTO,MASCULINO,DNP CONTEXTO,O,,
SIVIARDO,MASCULINO,DNP CONTEXTO,O,,
SIXTO,MASCULINO,DNP CONTEXTO,O,,
SOCORRO,MASCULINO,DNP CONTEXTO,O,,
SOFRONIO,MASCULINO,DNP CONTEXTO,O,,
SOLANO,MASCULINO,DNP CONTEXTO,O,,
SOLANO,MASCULINO,DNP CONTEXTO,O,,
SOLEMNIO,MASCULINO,DNP CONTEXTO,O,,
SOLIANO,MASCULINO,DNP CONTEXTO,O,,
SOLOCANO,MASCULINO,DNP CONTEXTO,O,,
SONACIO,MASCULINO,DNP CONTEXTO,O,,
SOO,MASCULINO,DNP CONTEXTO,O,,
SORIANO,MASCULINO,DNP CONTEXTO,O,,
SOSIO,MASCULINO,DNP CONTEXTO,O,,
SOSIPATRO,MASCULINO,DNP CONTEXTO,O,,
SOSTENEO,MASCULINO,DNP CONTEXTO,O,,
SOTELO,MASCULINO,DNP CONTEXTO,O,,
SOTERO,MASCULINO,DNP CONTEXTO,O,,
SOTO,MASCULINO,DNP CONTEXTO,O,,
SPIRO,MASCULINO,DNP CONTEXTO,O,,
STANISLAO,MASCULINO,DNP CONTEXTO,O,,
STASIO,MASCULINO,DNP CONTEXTO,O,,
STEFANO,MASCULINO,DNP CONTEXTO,O,,
STÉFANO,MASCULINO,DNP CONTEXTO,O,,
STIRIACO,MASCULINO,DNP CONTEXTO,O,,
STURNO,MASCULINO,DNP CONTEXTO,O,,
SUCESO,MASCULINO,DNP CONTEXTO,O,,
SUINTINO,MASCULINO,DNP CONTEXTO,O,,
SUITBERTO,MASCULINO,DNP CONTEXTO,O,,
SULPICIO,MASCULINO,DNP CONTEXTO,O,,
SUPERIO,MASCULINO,DNP CONTEXTO,O,,
SURANO,MASCULINO,DNP CONTEXTO,O,,
SUSANO,MASCULINO,DNP CONTEXTO,O,,
TACIANO,MASCULINO,DNP CONTEXTO,O,,
TACITO,MASCULINO,DNP CONTEXTO,O,,
TADDEO,MASCULINO,DNP CONTEXTO,O,,
TADEO,MASCULINO,DNP CONTEXTO,O,,
TAKEO,MASCULINO,DNP CONTEXTO,O,,
TALALEO,MASCULINO,DNP CONTEXTO,O,,
TALO,MASCULINO,DNP CONTEXTO,O,,
TAMARO,MASCULINO,DNP CONTEXTO,O,,
TANTALO,MASCULINO,DNP CONTEXTO,O,,
TAO,MASCULINO,DNP CONTEXTO,O,,
TARALO,MASCULINO,DNP CONTEXTO,O,,
TARASIO,MASCULINO,DNP CONTEXTO,O,,
TARCISO,MASCULINO,DNP CONTEXTO,O,,
TARO,MASCULINO,DNP CONTEXTO,O,,
TARQUINO,MASCULINO,DNP CONTEXTO,O,,
TARSICIO,MASCULINO,DNP CONTEXTO,O,,
TASIO,MASCULINO,DNP CONTEXTO,O,,
TATSUO,MASCULINO,DNP CONTEXTO,O,,
TAURINO,MASCULINO,DNP CONTEXTO,O,,
TAZIO,MASCULINO,DNP CONTEXTO,O,,
TECELINO,MASCULINO,DNP CONTEXTO,O,,
TECLO,MASCULINO,DNP CONTEXTO,O,,
TELASCO,MASCULINO,DNP CONTEXTO,O,,
TELEMACO,MASCULINO,DNP CONTEXTO,O,,
TELESFORO,MASCULINO,DNP CONTEXTO,O,,
TELMO,MASCULINO,DNP CONTEXTO,O,,
TENORIO,MASCULINO,DNP CONTEXTO,O,,
TEO,MASCULINO,DNP CONTEXTO,O,,
TEOBALDO,MASCULINO,DNP CONTEXTO,O,,
TEODARDO,MASCULINO,DNP CONTEXTO,O,,
TEODEFRIDO,MASCULINO,DNP CONTEXTO,O,,
TEODOCIO,MASCULINO,DNP CONTEXTO,O,,
TEODOMIRO,MASCULINO,DNP CONTEXTO,O,,
TEODORICO,MASCULINO,DNP CONTEXTO,O,,
TEODORIO,MASCULINO,DNP CONTEXTO,O,,
TEODORO,MASCULINO,DNP CONTEXTO,O,,
TEODOSIO,MASCULINO,DNP CONTEXTO,O,,
TEODOTO,MASCULINO,DNP CONTEXTO,O,,
TEODULO,MASCULINO,DNP CONTEXTO,O,,
TEOFASTRO,MASCULINO,DNP CONTEXTO,O,,
TEOFILO,MASCULINO,DNP CONTEXTO,O,,
TEÓFILO,MASCULINO,DNP CONTEXTO,O,,
TEOFREDO,MASCULINO,DNP CONTEXTO,O,,
TEONESTO,MASCULINO,DNP CONTEXTO,O,,
TEOPISTO,MASCULINO,DNP CONTEXTO,O,,
TEOPOMPO,MASCULINO,DNP CONTEXTO,O,,
TEOPREPIDO,MASCULINO,DNP CONTEXTO,O,,
TEOTIMO,MASCULINO,DNP CONTEXTO,O,,
TERCIO,MASCULINO,DNP CONTEXTO,O,,
TERENCIANO,MASCULINO,DNP CONTEXTO,O,,
TERENCIO,MASCULINO,DNP CONTEXTO,O,,
TERESO,MASCULINO,DNP CONTEXTO,O,,
TEREZO,MASCULINO,DNP CONTEXTO,O,,
TERTULIANO,MASCULINO,DNP CONTEXTO,O,,
TESEO,MASCULINO,DNP CONTEXTO,O,,
TESPESIO,MASCULINO,DNP CONTEXTO,O,,
THADEO,MASCULINO,DNP CONTEXTO,O,,
THEO,MASCULINO,DNP CONTEXTO,O,,
THEODOCIO,MASCULINO,DNP CONTEXTO,O,,
THEODORO,MASCULINO,DNP CONTEXTO,O,,
THEODOSIO,MASCULINO,DNP CONTEXTO,O,,
THIAGO,MASCULINO,DNP CONTEXTO,O,,
THIBURCIO,MASCULINO,DNP CONTEXTO,O,,
THIMOTEO,MASCULINO,DNP CONTEXTO,O,,
THIMOTHEO,MASCULINO,DNP CONTEXTO,O,,
THORIBIO,MASCULINO,DNP CONTEXTO,O,,
THORIUIO,MASCULINO,DNP CONTEXTO,O,,
THORIVIO,MASCULINO,DNP CONTEXTO,O,,
TIAGO,MASCULINO,DNP CONTEXTO,O,,
TIANO,MASCULINO,DNP CONTEXTO,O,,
TIBERIO,MASCULINO,DNP CONTEXTO,O,,
TIBURCIO,MASCULINO,DNP CONTEXTO,O,,
TIBURSIO,MASCULINO,DNP CONTEXTO,O,,
TICIANO,MASCULINO,DNP CONTEXTO,O,,
TICO,MASCULINO,DNP CONTEXTO,O,,
TIGIDIO,MASCULINO,DNP CONTEXTO,O,,
TILANO,MASCULINO,DNP CONTEXTO,O,,
TIMOLAO,MASCULINO,DNP CONTEXTO,O,,
TIMOTEO,MASCULINO,DNP CONTEXTO,O,,
TIMOTHEO,MASCULINO,DNP CONTEXTO,O,,
TINDARO,MASCULINO,DNP CONTEXTO,O,,
TIODORO,MASCULINO,DNP CONTEXTO,O,,
TIOFILO,MASCULINO,DNP CONTEXTO,O,,
TIQUICO,MASCULINO,DNP CONTEXTO,O,,
TIRANNIO,MASCULINO,DNP CONTEXTO,O,,
TIRSO,MASCULINO,DNP CONTEXTO,O,,
TITO,MASCULINO,DNP CONTEXTO,O,,
TITO,MASCULINO,DNP CONTEXTO,O,,
TIVURCIO,MASCULINO,DNP CONTEXTO,O,,
TIVURSIO,MASCULINO,DNP CONTEXTO,O,,
TIZIANO,MASCULINO,DNP CONTEXTO,O,,
TODOCIO,MASCULINO,DNP CONTEXTO,O,,
TOLENTINO,MASCULINO,DNP CONTEXTO,O,,
TOLOMEO,MASCULINO,DNP CONTEXTO,O,,
TONIO,MASCULINO,DNP CONTEXTO,O,,
TORCUATO,MASCULINO,DNP CONTEXTO,O,,
TORIBIO,MASCULINO,DNP CONTEXTO,O,,
TORIVIO,MASCULINO,DNP CONTEXTO,O,,
TOSHIRO,MASCULINO,DNP CONTEXTO,O,,
TRANCITO,MASCULINO,DNP CONTEXTO,O,,
TRANQUILINO,MASCULINO,DNP CONTEXTO,O,,
TRANQUILO,MASCULINO,DNP CONTEXTO,O,,
TRANSITO,MASCULINO,DNP CONTEXTO,O,,
TREJO,MASCULINO,DNP CONTEXTO,O,,
TRIBURCIO,MASCULINO,DNP CONTEXTO,O,,
TRIFILO,MASCULINO,DNP CONTEXTO,O,,
TRIPTOLEMO,MASCULINO,DNP CONTEXTO,O,,
TROFIMO,MASCULINO,DNP CONTEXTO,O,,
TROYANO,MASCULINO,DNP CONTEXTO,O,,
TUGDUALDO,MASCULINO,DNP CONTEXTO,O,,
TULIO,MASCULINO,DNP CONTEXTO,O,,
UBALDO,MASCULINO,DNP CONTEXTO,O,,
UBERTO,MASCULINO,DNP CONTEXTO,O,,
UDO,MASCULINO,DNP CONTEXTO,O,,
UGENIO,MASCULINO,DNP CONTEXTO,O,,
UGOLINO,MASCULINO,DNP CONTEXTO,O,,
UKYO,MASCULINO,DNP CONTEXTO,O,,
ULADISLAO,MASCULINO,DNP CONTEXTO,O,,
ULDARICO,MASCULINO,DNP CONTEXTO,O,,
ULFRIDO,MASCULINO,DNP CONTEXTO,O,,
ULRICO,MASCULINO,DNP CONTEXTO,O,,
UMBERTO,MASCULINO,DNP CONTEXTO,O,,
UNO,MASCULINO,DNP CONTEXTO,O,,
URBANO,MASCULINO,DNP CONTEXTO,O,,
URBICIO,MASCULINO,DNP CONTEXTO,O,,
URCINO,MASCULINO,DNP CONTEXTO,O,,
URKO,MASCULINO,DNP CONTEXTO,O,,
URPASIANO,MASCULINO,DNP CONTEXTO,O,,
URSICINO,MASCULINO,DNP CONTEXTO,O,,
URSICIO,MASCULINO,DNP CONTEXTO,O,,
URSINO,MASCULINO,DNP CONTEXTO,O,,
URSO,MASCULINO,DNP CONTEXTO,O,,
URSOLO,MASCULINO,DNP CONTEXTO,O,,
URSULO,MASCULINO,DNP CONTEXTO,O,,
URVANO,MASCULINO,DNP CONTEXTO,O,,
USEBIO,MASCULINO,DNP CONTEXTO,O,,
USMARO,MASCULINO,DNP CONTEXTO,O,,
UVALDO,MASCULINO,DNP CONTEXTO,O,,
VACILIO,MASCULINO,DNP CONTEXTO,O,,
VALABONSO,MASCULINO,DNP CONTEXTO,O,,
VALENTINIANO,MASCULINO,DNP CONTEXTO,O,,
VALENTINO,MASCULINO,DNP CONTEXTO,O,,
VALERIANO,MASCULINO,DNP CONTEXTO,O,,
VALERICO,MASCULINO,DNP CONTEXTO,O,,
VALERIO,MASCULINO,DNP CONTEXTO,O,,
VALERO,MASCULINO,DNP CONTEXTO,O,,
VARICO,MASCULINO,DNP CONTEXTO,O,,
VASILIO,MASCULINO,DNP CONTEXTO,O,,
VBALDO,MASCULINO,DNP CONTEXTO,O,,
VEDASTO,MASCULINO,DNP CONTEXTO,O,,
VENANCIO,MASCULINO,DNP CONTEXTO,O,,
VENANSIO,MASCULINO,DNP CONTEXTO,O,,
VENCESLAO,MASCULINO,DNP CONTEXTO,O,,
VENDIMIANO,MASCULINO,DNP CONTEXTO,O,,
VENERANDO,MASCULINO,DNP CONTEXTO,O,,
VENERIO,MASCULINO,DNP CONTEXTO,O,,
VENERO,MASCULINO,DNP CONTEXTO,O,,
VENITO,MASCULINO,DNP CONTEXTO,O,,
VENTURO,MASCULINO,DNP CONTEXTO,O,,
VENUSTO,MASCULINO,DNP CONTEXTO,O,,
VERANO,MASCULINO,DNP CONTEXTO,O,,
VERECUNDO,MASCULINO,DNP CONTEXTO,O,,
VEREMUNDO,MASCULINO,DNP CONTEXTO,O,,
VERIANO,MASCULINO,DNP CONTEXTO,O,,
VERISIMO,MASCULINO,DNP CONTEXTO,O,,
VERNARDINO,MASCULINO,DNP CONTEXTO,O,,
VERNARDO,MASCULINO,DNP CONTEXTO,O,,
VERNERIO,MASCULINO,DNP CONTEXTO,O,,
VERO,MASCULINO,DNP CONTEXTO,O,,
VERULO,MASCULINO,DNP CONTEXTO,O,,
VESPASIANO,MASCULINO,DNP CONTEXTO,O,,
VETIO,MASCULINO,DNP CONTEXTO,O,,
VETURO,MASCULINO,DNP CONTEXTO,O,,
VIBIANO,MASCULINO,DNP CONTEXTO,O,,
VICENCIO,MASCULINO,DNP CONTEXTO,O,,
VICENTINO,MASCULINO,DNP CONTEXTO,O,,
VICTOREANO,MASCULINO,DNP CONTEXTO,O,,
VICTORIANO,MASCULINO,DNP CONTEXTO,O,,
VICTORICO,MASCULINO,DNP CONTEXTO,O,,
VICTORINO,MASCULINO,DNP CONTEXTO,O,,
VICTORIO,MASCULINO,DNP CONTEXTO,O,,
VICTRICIO,MASCULINO,DNP CONTEXTO,O,,
VICTURO,MASCULINO,DNP CONTEXTO,O,,
VIGGO,MASCULINO,DNP CONTEXTO,O,,
VIGILIO,MASCULINO,DNP CONTEXTO,O,,
VILIULFO,MASCULINO,DNP CONTEXTO,O,,
VILLBALDO,MASCULINO,DNP CONTEXTO,O,,
VIMARASIO,MASCULINO,DNP CONTEXTO,O,,
VINCENZO,MASCULINO,DNP CONTEXTO,O,,
VINDICIANO,MASCULINO,DNP CONTEXTO,O,,
VINDOMIO,MASCULINO,DNP CONTEXTO,O,,
VINICIO,MASCULINO,DNP CONTEXTO,O,,
VIRGILIO,MASCULINO,DNP CONTEXTO,O,,
VIRGINIO,MASCULINO,DNP CONTEXTO,O,,
VISTREMUNDO,MASCULINO,DNP CONTEXTO,O,,
VITALIANO,MASCULINO,DNP CONTEXTO,O,,
VITALICIO,MASCULINO,DNP CONTEXTO,O,,
VITANTONIO,MASCULINO,DNP CONTEXTO,O,,
VITO,MASCULINO,DNP CONTEXTO,O,,
VITOLDO,MASCULINO,DNP CONTEXTO,O,,
VITORIANO,MASCULINO,DNP CONTEXTO,O,,
VITORINO,MASCULINO,DNP CONTEXTO,O,,
VITORIO,MASCULINO,DNP CONTEXTO,O,,
VITRUVIO,MASCULINO,DNP CONTEXTO,O,,
VITTORIO,MASCULINO,DNP CONTEXTO,O,,
VIVENCIO,MASCULINO,DNP CONTEXTO,O,,
VIVIANO,MASCULINO,DNP CONTEXTO,O,,
VLADIMIRO,MASCULINO,DNP CONTEXTO,O,,
VLADISLAO,MASCULINO,DNP CONTEXTO,O,,
VOLFANGO,MASCULINO,DNP CONTEXTO,O,,
VOLUSIANO,MASCULINO,DNP CONTEXTO,O,,
VONIFACIO,MASCULINO,DNP CONTEXTO,O,,
VOTO,MASCULINO,DNP CONTEXTO,O,,
VRBANO,MASCULINO,DNP CONTEXTO,O,,
VRSULO,MASCULINO,DNP CONTEXTO,O,,
VRVANO,MASCULINO,DNP CONTEXTO,O,,
VULCANO,MASCULINO,DNP CONTEXTO,O,,
VULPIANO,MASCULINO,DNP CONTEXTO,O,,
VVENCESLAO,MASCULINO,DNP CONTEXTO,O,,
WALARICO,MASCULINO,DNP CONTEXTO,O,,
WALBERTO,MASCULINO,DNP CONTEXTO,O,,
WALDO,MASCULINO,DNP CONTEXTO,O,,
WALFRIDO,MASCULINO,DNP CONTEXTO,O,,
WANDRILO,MASCULINO,DNP CONTEXTO,O,,
WANENGO,MASCULINO,DNP CONTEXTO,O,,
WASNULFO,MASCULINO,DNP CONTEXTO,O,,
WENCESLAO,MASCULINO,DNP CONTEXTO,O,,
WENSESLAO,MASCULINO,DNP CONTEXTO,O,,
WIDRADO,MASCULINO,DNP CONTEXTO,O,,
WIFREDO,MASCULINO,DNP CONTEXTO,O,,
WIGERTO,MASCULINO,DNP CONTEXTO,O,,
WILEBALDO,MASCULINO,DNP CONTEXTO,O,,
WILFREDO,MASCULINO,DNP CONTEXTO,O,,
WILFRIDO,MASCULINO,DNP CONTEXTO,O,,
WILIBRORDO,MASCULINO,DNP CONTEXTO,O,,
WILIGIRO,MASCULINO,DNP CONTEXTO,O,,
WILLIAM CAMILO,MASCULINO,TUNJA,O,,
WILLIAM RICARDO,MASCULINO,TUNJA,O,,
WILSON HERNANDO,MASCULINO,TUNJA,O,,
WOLFGANGO,MASCULINO,DNP CONTEXTO,O,,
WULFRANO,MASCULINO,DNP CONTEXTO,O,,
WULMARO,MASCULINO,DNP CONTEXTO,O,,
WULSTANO,MASCULINO,DNP CONTEXTO,O,,
XACINTO,MASCULINO,DNP CONTEXTO,O,,
XACOBO,MASCULINO,DNP CONTEXTO,O,,
XANTO,MASCULINO,DNP CONTEXTO,O,,
XASINTO,MASCULINO,DNP CONTEXTO,O,,
XISTO,MASCULINO,DNP CONTEXTO,O,,
YACO,MASCULINO,DNP CONTEXTO,O,,
YACO,MASCULINO,DNP CONTEXTO,O,,
YAGO,MASCULINO,DNP CONTEXTO,O,,
YAHTO,MASCULINO,DNP CONTEXTO,O,,
YAKO,MASCULINO,DNP CONTEXTO,O,,
YANGO,MASCULINO,DNP CONTEXTO,O,,
YANUARIO,MASCULINO,DNP CONTEXTO,O,,
YARO,MASCULINO,DNP CONTEXTO,O,,
YASUO,MASCULINO,DNP CONTEXTO,O,,
YCIDORO,MASCULINO,DNP CONTEXTO,O,,
YCIDRO,MASCULINO,DNP CONTEXTO,O,,
YGINIO,MASCULINO,DNP CONTEXTO,O,,
YGNACIO,MASCULINO,DNP CONTEXTO,O,,
YGNASIO,MASCULINO,DNP CONTEXTO,O,,
YGNOCENCIO,MASCULINO,DNP CONTEXTO,O,,
YLARIO,MASCULINO,DNP CONTEXTO,O,,
YLDEFONSO,MASCULINO,DNP CONTEXTO,O,,
YLDEFONZO,MASCULINO,DNP CONTEXTO,O,,
YLDEPHONSO,MASCULINO,DNP CONTEXTO,O,,
YLDEPHONZO,MASCULINO,DNP CONTEXTO,O,,
YLDIFONSO,MASCULINO,DNP CONTEXTO,O,,
YLDIFONZO,MASCULINO,DNP CONTEXTO,O,,
YNACIO,MASCULINO,DNP CONTEXTO,O,,
YNASIO,MASCULINO,DNP CONTEXTO,O,,
YNDALECIO,MASCULINO,DNP CONTEXTO,O,,
YNOCENCIO,MASCULINO,DNP CONTEXTO,O,,
YNOSENCIO,MASCULINO,DNP CONTEXTO,O,,
YNOSENSIO,MASCULINO,DNP CONTEXTO,O,,
YPOLITO,MASCULINO,DNP CONTEXTO,O,,
YRENEO,MASCULINO,DNP CONTEXTO,O,,
YRINCO,MASCULINO,DNP CONTEXTO,O,,
YRINEO,MASCULINO,DNP CONTEXTO,O,,
YSAURO,MASCULINO,DNP CONTEXTO,O,,
YSIDERIO,MASCULINO,DNP CONTEXTO,O,,
YSIDORO,MASCULINO,DNP CONTEXTO,O,,
YSIDRO,MASCULINO,DNP CONTEXTO,O,,
YUCUNDO,MASCULINO,DNP CONTEXTO,O,,
YUKIO,MASCULINO,DNP CONTEXTO,O,,
YZIDRO,MASCULINO,DNP CONTEXTO,O,,
ZAQUEO,MASCULINO,DNP CONTEXTO,O,,
ZARO,MASCULINO,DNP CONTEXTO,O,,
ZATURNINO,MASCULINO,DNP CONTEXTO,O,,
ZDENKO,MASCULINO,DNP CONTEXTO,O,,
ZEFERINO,MASCULINO,DNP CONTEXTO,O,,
ZEFO,MASCULINO,DNP CONTEXTO,O,,
ZELMIRO,MASCULINO,DNP CONTEXTO,O,,
ZENO,MASCULINO,DNP CONTEXTO,O,,
ZENOBIO,MASCULINO,DNP CONTEXTO,O,,
ZENOVIO,MASCULINO,DNP CONTEXTO,O,,
ZEPHERINO,MASCULINO,DNP CONTEXTO,O,,
ZERAPIO,MASCULINO,DNP CONTEXTO,O,,
